Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Wear Torque Ratio,Machanical Stress,Thermal Stress
1,298.8,309.7,1740,28.5,152,0,10.899999999999977,0.9934640522875817,49590.0,92538.36
2,298.8,309.7,1499,40.3,154,0,10.899999999999977,0.9935483870967742,60409.7,92538.36
2,298.8,309.7,1480,38.1,157,0,10.899999999999977,0.9936708860759493,56388.0,92538.36
1,298.8,309.7,1751,29.6,160,0,10.899999999999977,0.9937888198757764,51829.600000000006,92538.36
1,298.7,309.7,1510,40.6,162,0,11.0,0.9938650306748467,61306.0,92507.39
0,298.8,309.8,1437,48.2,164,0,11.0,0.9939393939393939,69263.40000000001,92568.24
1,298.8,309.7,1609,40.4,169,0,10.899999999999977,0.9941176470588236,65003.6,92538.36
0,298.8,309.8,1490,35.9,171,0,11.0,0.9941860465116279,53491.0,92568.24
1,298.7,309.7,1601,35.7,176,0,11.0,0.9943502824858758,57155.700000000004,92507.39
1,298.7,309.6,1665,31.1,178,0,10.900000000000034,0.994413407821229,51781.5,92477.52
2,298.7,309.6,1452,42.7,180,0,10.900000000000034,0.994475138121547,62000.4,92477.52
2,298.7,309.5,1487,33.6,183,0,10.800000000000011,0.9945652173913043,49963.200000000004,92447.65
2,298.7,309.6,1382,48.1,186,0,10.900000000000034,0.9946524064171123,66474.2,92477.52
2,298.7,309.6,1686,26.2,189,0,10.900000000000034,0.9947368421052631,44173.2,92477.52
1,298.6,309.6,1491,36.9,192,0,11.0,0.9948186528497409,55017.9,92446.56000000001
1,298.7,309.6,1442,55.6,194,0,10.900000000000034,0.9948717948717949,80175.2,92477.52
1,298.6,309.6,1390,50.3,196,0,11.0,0.9949238578680203,69917.0,92446.56000000001
1,298.7,309.6,1502,46.7,198,0,10.900000000000034,0.9949748743718593,70143.40000000001,92477.52
2,298.6,309.6,1344,59.4,200,0,11.0,0.9950248756218906,79833.59999999999,92446.56000000001
1,298.5,309.5,1385,46.3,203,1,11.0,0.9950980392156863,64125.49999999999,92385.75
1,298.7,309.7,1547,37.4,0,0,11.0,0.0,57857.799999999996,92507.39
2,298.6,309.6,1525,42.4,2,0,11.0,0.6666666666666666,64660.0,92446.56000000001
1,298.6,309.6,1540,35.8,5,0,11.0,0.8333333333333334,55131.99999999999,92446.56000000001
1,298.6,309.5,1450,44.3,7,0,10.899999999999977,0.875,64234.99999999999,92416.70000000001
1,298.6,309.6,1353,62.5,9,0,11.0,0.9,84562.5,92446.56000000001
1,298.8,309.7,1582,45.0,11,0,10.899999999999977,0.9166666666666666,71190.0,92538.36
1,298.9,309.8,1396,49.0,13,0,10.900000000000034,0.9285714285714286,68404.0,92599.22
2,298.8,309.8,1551,36.6,15,0,11.0,0.9375,56766.600000000006,92568.24
2,298.9,309.8,1836,22.8,18,0,10.900000000000034,0.9473684210526315,41860.8,92599.22
1,298.9,309.8,1390,49.9,21,0,10.900000000000034,0.9545454545454546,69361.0,92599.22
1,298.9,309.8,1534,42.1,23,0,10.900000000000034,0.9583333333333334,64581.4,92599.22
1,298.8,309.7,1953,20.6,25,0,10.899999999999977,0.9615384615384616,40231.8,92538.36
1,298.8,309.8,1634,33.6,27,0,11.0,0.9642857142857143,54902.4,92568.24
1,298.7,309.7,1881,21.7,29,0,11.0,0.9666666666666667,40817.7,92507.39
2,298.8,309.7,1448,44.8,31,0,10.899999999999977,0.96875,64870.399999999994,92538.36
2,298.7,309.7,1362,50.5,34,0,11.0,0.9714285714285714,68781.0,92507.39
1,298.8,309.7,1225,63.4,37,0,10.899999999999977,0.9736842105263158,77665.0,92538.36
2,298.8,309.6,1384,48.2,39,0,10.800000000000011,0.975,66708.8,92508.48000000001
1,298.8,309.8,1334,49.3,42,0,11.0,0.9767441860465116,65766.2,92568.24
1,298.8,309.7,1336,50.3,44,0,10.899999999999977,0.9777777777777777,67200.8,92538.36
2,298.8,309.9,1331,61.6,46,0,11.099999999999966,0.9787234042553191,81989.6,92598.12
1,298.8,309.9,1629,31.9,49,0,11.099999999999966,0.98,51965.1,92598.12
1,298.9,310.0,1776,25.7,51,0,11.100000000000023,0.9807692307692307,45643.2,92659.0
0,298.8,310.0,1530,38.3,53,0,11.199999999999989,0.9814814814814815,58598.99999999999,92628.0
1,298.9,310.0,1719,27.3,58,0,11.100000000000023,0.9830508474576272,46928.700000000004,92659.0
2,298.8,309.9,1495,35.2,60,0,11.099999999999966,0.9836065573770492,52624.00000000001,92598.12
1,298.8,309.7,1450,43.1,63,0,10.899999999999977,0.984375,62495.0,92538.36
0,298.8,309.8,1563,38.8,65,0,11.0,0.9848484848484849,60644.399999999994,92568.24
2,298.9,309.9,1501,37.1,70,0,11.0,0.9859154929577465,55687.1,92629.10999999999
1,298.8,309.9,1351,47.2,73,0,11.099999999999966,0.9864864864864865,63767.200000000004,92598.12
1,298.9,309.9,1365,46.5,75,0,11.0,0.9868421052631579,63472.5,92629.10999999999
1,298.8,309.9,1525,39.7,77,0,11.099999999999966,0.9871794871794872,60542.50000000001,92598.12
2,298.8,309.8,1288,61.9,79,0,11.0,0.9875,79727.2,92568.24
1,298.6,309.6,1423,42.7,82,0,11.0,0.9879518072289156,60762.100000000006,92446.56000000001
2,298.5,309.6,1502,39.4,84,0,11.100000000000023,0.9882352941176471,59178.799999999996,92415.6
1,298.5,309.5,1428,43.5,87,0,11.0,0.9886363636363636,62118.0,92385.75
2,298.6,309.5,1566,38.1,89,0,10.899999999999977,0.9888888888888889,59664.600000000006,92416.70000000001
2,298.5,309.5,1483,44.8,92,0,11.0,0.989247311827957,66438.4,92385.75
0,298.6,309.6,1593,33.3,95,0,11.0,0.9895833333333334,53046.899999999994,92446.56000000001
1,298.5,309.6,1724,26.4,100,0,11.100000000000023,0.9900990099009901,45513.6,92415.6
1,298.5,309.7,2617,12.1,102,1,11.199999999999989,0.9902912621359223,31665.7,92445.45
1,298.6,309.7,1294,59.4,104,0,11.099999999999966,0.9904761904761905,76863.59999999999,92476.42
1,298.6,309.6,1533,40.7,106,0,11.0,0.9906542056074766,62393.100000000006,92446.56000000001
0,298.5,309.4,1671,31.8,108,0,10.899999999999977,0.9908256880733946,53137.8,92355.9
1,298.5,309.5,1370,52.4,113,0,11.0,0.9912280701754386,71788.0,92385.75
1,298.5,309.6,1462,45.1,115,0,11.100000000000023,0.9913793103448276,65936.2,92415.6
1,298.4,309.5,1545,36.6,117,0,11.100000000000023,0.9915254237288136,56547.0,92354.79999999999
2,298.4,309.5,1484,41.7,119,0,11.100000000000023,0.9916666666666667,61882.8,92354.79999999999
2,298.4,309.5,1344,45.3,122,0,11.100000000000023,0.991869918699187,60883.2,92354.79999999999
1,298.4,309.5,1357,50.1,125,0,11.100000000000023,0.9920634920634921,67985.7,92354.79999999999
2,298.5,309.6,1572,33.0,127,0,11.100000000000023,0.9921875,51876.0,92415.6
1,298.5,309.6,1861,26.9,130,0,11.100000000000023,0.9923664122137404,50060.899999999994,92415.6
1,298.5,309.5,1548,44.5,132,0,11.0,0.9924812030075187,68886.0,92385.75
1,298.6,309.8,1496,37.7,134,0,11.199999999999989,0.9925925925925926,56399.200000000004,92506.28000000001
2,298.6,309.7,1314,49.7,136,0,11.099999999999966,0.9927007299270073,65305.8,92476.42
2,298.6,309.7,1422,49.7,139,0,11.099999999999966,0.9928571428571429,70673.40000000001,92476.42
1,298.6,309.8,1842,20.1,142,0,11.199999999999989,0.993006993006993,37024.200000000004,92506.28000000001
2,298.7,309.9,1434,53.0,144,0,11.199999999999989,0.993103448275862,76002.0,92567.12999999999
2,298.8,310.1,1585,31.3,147,0,11.300000000000011,0.9932432432432432,49610.5,92657.88
0,298.8,310.1,1704,30.7,150,0,11.300000000000011,0.9933774834437086,52312.799999999996,92657.88
1,298.9,310.2,1971,23.2,155,0,11.300000000000011,0.9935897435897436,45727.2,92718.77999999998
1,299.0,310.3,1431,39.9,157,0,11.300000000000011,0.9936708860759493,57096.9,92779.7
1,298.9,310.4,1546,37.7,159,0,11.5,0.99375,58284.200000000004,92778.55999999998
1,298.9,310.3,1496,36.3,161,0,11.400000000000034,0.9938271604938271,54304.799999999996,92748.67
0,298.9,310.3,1243,63.0,163,0,11.400000000000034,0.9939024390243902,78309.0,92748.67
1,299.0,310.4,1452,46.2,168,0,11.399999999999977,0.9940828402366864,67082.40000000001,92809.59999999999
1,299.1,310.6,1380,44.7,170,0,11.5,0.9941520467836257,61686.00000000001,92900.46000000002
1,299.2,310.6,1567,38.4,172,0,11.400000000000034,0.9942196531791907,60172.799999999996,92931.52
1,299.1,310.5,1628,35.9,174,0,11.399999999999977,0.9942857142857143,58445.2,92870.55
1,299.1,310.4,1505,46.1,176,0,11.299999999999955,0.9943502824858758,69380.5,92840.64
2,299.0,310.3,1827,28.0,178,0,11.300000000000011,0.994413407821229,51156.0,92779.7
1,299.0,310.3,1577,40.0,181,0,11.300000000000011,0.9945054945054945,63080.0,92779.7
1,298.9,310.2,1304,57.2,183,0,11.300000000000011,0.9945652173913043,74588.8,92718.77999999998
0,298.9,310.1,1324,54.6,185,0,11.200000000000045,0.9946236559139785,72290.40000000001,92688.89
1,298.8,310.0,1537,39.9,190,0,11.199999999999989,0.9947643979057592,61326.299999999996,92628.0
2,298.8,310.1,1501,48.7,192,0,11.300000000000011,0.9948186528497409,73098.7,92657.88
2,298.7,309.9,1654,29.1,195,0,11.199999999999989,0.9948979591836735,48131.4,92567.12999999999
2,298.7,310.0,1519,38.1,198,0,11.300000000000011,0.9949748743718593,57873.9,92597.0
1,298.7,309.9,1371,51.3,201,0,11.199999999999989,0.995049504950495,70332.3,92567.12999999999
1,298.7,309.8,1181,65.9,203,1,11.100000000000023,0.9950980392156863,77827.90000000001,92537.26
1,298.6,309.8,1469,42.8,205,0,11.199999999999989,0.9951456310679612,62873.2,92506.28000000001
1,298.6,309.8,1637,34.6,207,0,11.199999999999989,0.9951923076923077,56640.200000000004,92506.28000000001
1,298.6,309.8,1370,56.0,0,0,11.199999999999989,0.0,76720.0,92506.28000000001
1,298.6,309.9,1630,30.6,2,0,11.299999999999955,0.6666666666666666,49878.0,92536.14
1,298.6,310.0,1517,39.0,4,0,11.399999999999977,0.8,59163.0,92566.0
2,298.6,309.9,1668,32.3,6,0,11.299999999999955,0.8571428571428571,53876.399999999994,92536.14
2,298.6,309.9,1818,24.9,9,0,11.299999999999955,0.9,45268.2,92536.14
2,298.6,310.0,1541,36.9,12,0,11.399999999999977,0.9230769230769231,56862.899999999994,92566.0
1,298.5,309.9,1482,42.1,15,0,11.399999999999977,0.9375,62392.200000000004,92505.15
1,298.6,310.1,1439,49.9,17,0,11.5,0.9444444444444444,71806.09999999999,92595.86000000002
1,298.5,310.0,1492,41.2,19,0,11.5,0.95,61470.4,92535.0
1,298.4,309.9,1725,27.8,21,0,11.5,0.9545454545454546,47955.0,92474.15999999999
1,298.4,310.0,1559,44.2,23,0,11.600000000000023,0.9583333333333334,68907.8,92504.0
1,298.5,310.0,1435,42.5,25,0,11.5,0.9615384615384616,60987.5,92535.0
2,298.6,310.0,1512,37.5,27,0,11.399999999999977,0.9642857142857143,56700.0,92566.0
1,298.6,309.9,1564,37.1,30,0,11.299999999999955,0.967741935483871,58024.4,92536.14
1,298.6,310.0,1522,40.3,32,0,11.399999999999977,0.9696969696969697,61336.6,92566.0
1,298.6,309.9,1356,59.5,34,0,11.299999999999955,0.9714285714285714,80682.0,92536.14
1,298.6,309.9,1556,38.6,36,0,11.299999999999955,0.972972972972973,60061.600000000006,92536.14
1,298.6,309.9,1393,45.5,38,0,11.299999999999955,0.9743589743589743,63381.5,92536.14
1,298.7,309.9,1753,26.8,40,0,11.199999999999989,0.975609756097561,46980.4,92567.12999999999
1,298.7,309.9,1651,29.5,42,0,11.199999999999989,0.9767441860465116,48704.5,92567.12999999999
1,298.7,309.9,1372,54.7,44,0,11.199999999999989,0.9777777777777777,75048.40000000001,92567.12999999999
1,298.7,309.9,1446,43.3,46,0,11.199999999999989,0.9787234042553191,62611.799999999996,92567.12999999999
2,298.7,309.8,1501,44.7,48,0,11.100000000000023,0.9795918367346939,67094.7,92537.26
2,298.7,309.9,1411,45.1,51,0,11.199999999999989,0.9807692307692307,63636.1,92567.12999999999
0,298.6,309.7,1672,27.5,54,0,11.099999999999966,0.9818181818181818,45980.0,92476.42
2,298.7,309.8,1475,40.5,59,0,11.100000000000023,0.9833333333333333,59737.5,92537.26
1,298.7,309.8,1469,38.4,62,0,11.100000000000023,0.9841269841269841,56409.6,92537.26
1,298.6,309.8,1704,28.3,64,0,11.199999999999989,0.9846153846153847,48223.200000000004,92506.28000000001
0,298.6,309.7,1463,39.1,66,0,11.099999999999966,0.9850746268656716,57203.3,92476.42
2,298.6,309.7,1280,64.1,71,0,11.099999999999966,0.9861111111111112,82048.0,92476.42
1,298.7,309.9,1464,38.0,74,0,11.199999999999989,0.9866666666666667,55632.0,92567.12999999999
1,298.6,309.8,1332,46.4,76,0,11.199999999999989,0.987012987012987,61804.799999999996,92506.28000000001
1,298.5,309.7,1634,37.8,78,0,11.199999999999989,0.9873417721518988,61765.2,92445.45
2,298.6,309.8,1430,43.1,80,0,11.199999999999989,0.9876543209876543,61633.0,92506.28000000001
2,298.5,309.7,1523,44.6,83,0,11.199999999999989,0.9880952380952381,67925.8,92445.45
2,298.5,309.7,1557,37.7,86,0,11.199999999999989,0.9885057471264368,58698.9,92445.45
1,298.5,309.6,1585,32.2,89,0,11.100000000000023,0.9888888888888889,51037.00000000001,92415.6
0,298.5,309.6,1579,33.5,91,0,11.100000000000023,0.9891304347826086,52896.5,92415.6
2,298.5,309.7,1354,60.8,96,0,11.199999999999989,0.9896907216494846,82323.2,92445.45
1,298.6,309.7,1627,33.4,99,0,11.099999999999966,0.99,54341.799999999996,92476.42
1,298.4,309.6,1477,35.6,101,0,11.200000000000045,0.9901960784313726,52581.200000000004,92384.64
2,298.3,309.4,1595,29.0,103,0,11.099999999999966,0.9903846153846154,46255.0,92294.01999999999
1,298.4,309.5,1520,38.1,106,0,11.100000000000023,0.9906542056074766,57912.0,92354.79999999999
1,298.3,309.4,1618,31.5,108,0,11.099999999999966,0.9908256880733946,50967.0,92294.01999999999
1,298.4,309.5,1397,50.3,110,0,11.100000000000023,0.990990990990991,70269.09999999999,92354.79999999999
1,298.4,309.5,1450,47.9,112,0,11.100000000000023,0.9911504424778761,69455.0,92354.79999999999
2,298.5,309.5,1501,40.2,114,0,11.0,0.991304347826087,60340.200000000004,92385.75
1,298.4,309.4,1392,50.1,117,0,11.0,0.9915254237288136,69739.2,92324.95999999999
1,298.4,309.4,1385,43.2,119,0,11.0,0.9916666666666667,59832.00000000001,92324.95999999999
1,298.4,309.4,1461,46.3,121,0,11.0,0.9918032786885246,67644.3,92324.95999999999
2,298.5,309.6,1364,58.7,123,0,11.100000000000023,0.9919354838709677,80066.8,92415.6
1,298.5,309.5,1579,38.6,126,0,11.0,0.9921259842519685,60949.4,92385.75
2,298.4,309.5,1514,38.8,128,0,11.100000000000023,0.9922480620155039,58743.2,92354.79999999999
2,298.3,309.5,1560,36.9,131,0,11.199999999999989,0.9924242424242424,57564.0,92323.85
1,298.3,309.5,1542,36.7,134,0,11.199999999999989,0.9925925925925926,56591.4,92323.85
1,298.3,309.4,1668,27.1,136,0,11.099999999999966,0.9927007299270073,45202.8,92294.01999999999
2,298.3,309.4,1816,22.6,138,0,11.099999999999966,0.9928057553956835,41041.600000000006,92294.01999999999
2,298.3,309.4,1509,34.2,141,0,11.099999999999966,0.9929577464788732,51607.8,92294.01999999999
1,298.4,309.6,1479,37.8,144,0,11.200000000000045,0.993103448275862,55906.2,92384.64
1,298.4,309.6,1655,30.2,146,0,11.200000000000045,0.9931972789115646,49981.0,92384.64
1,298.3,309.5,1711,30.3,148,0,11.199999999999989,0.9932885906040269,51843.3,92323.85
1,298.4,309.7,1581,34.6,150,0,11.300000000000011,0.9933774834437086,54702.600000000006,92414.48
0,298.6,309.8,1279,55.9,152,0,11.199999999999989,0.9934640522875817,71496.09999999999,92506.28000000001
1,298.5,309.8,1468,40.9,157,0,11.300000000000011,0.9936708860759493,60041.2,92475.3
1,298.4,309.7,1419,41.3,159,0,11.300000000000011,0.99375,58604.7,92414.48
1,298.4,309.7,1530,38.6,161,0,11.300000000000011,0.9938271604938271,59058.0,92414.48
1,298.4,309.6,1710,27.3,163,1,11.200000000000045,0.9939024390243902,46683.0,92384.64
1,298.4,309.7,1518,39.8,165,0,11.300000000000011,0.9939759036144579,60416.399999999994,92414.48
2,298.4,309.7,1679,33.3,167,0,11.300000000000011,0.9940476190476191,55910.7,92414.48
2,298.4,309.7,1870,22.5,170,0,11.300000000000011,0.9941520467836257,42075.0,92414.48
1,298.3,309.7,1484,44.3,173,0,11.399999999999977,0.9942528735632183,65741.2,92383.51
1,298.4,309.7,1457,44.2,175,0,11.300000000000011,0.9943181818181818,64399.4,92414.48
0,298.3,309.6,1546,36.2,177,0,11.300000000000011,0.9943820224719101,55965.200000000004,92353.68000000001
2,298.2,309.5,1478,36.5,182,0,11.300000000000011,0.994535519125683,53947.0,92292.9
1,298.2,309.4,1447,47.1,185,0,11.199999999999989,0.9946236559139785,68153.7,92263.07999999999
1,298.2,309.4,1443,45.4,187,0,11.199999999999989,0.9946808510638298,65512.2,92263.07999999999
1,298.3,309.6,1527,30.9,189,0,11.300000000000011,0.9947368421052631,47184.299999999996,92353.68000000001
2,298.3,309.6,1469,54.8,191,0,11.300000000000011,0.9947916666666666,80501.2,92353.68000000001
2,298.3,309.6,1681,27.1,194,0,11.300000000000011,0.9948717948717949,45555.100000000006,92353.68000000001
1,298.3,309.6,1420,44.1,197,0,11.300000000000011,0.9949494949494949,62622.0,92353.68000000001
2,298.3,309.5,1543,49.9,199,0,11.199999999999989,0.995,76995.7,92323.85
1,298.4,309.5,1376,50.4,202,0,11.100000000000023,0.9950738916256158,69350.4,92354.79999999999
0,298.3,309.4,1631,29.8,0,0,11.099999999999966,0.0,48603.8,92294.01999999999
0,298.3,309.3,1529,41.7,5,0,11.0,0.8333333333333334,63759.3,92264.19
1,298.3,309.4,1468,46.2,10,0,11.099999999999966,0.9090909090909091,67821.6,92294.01999999999
1,298.3,309.4,1378,52.3,12,0,11.099999999999966,0.9230769230769231,72069.4,92294.01999999999
1,298.3,309.3,1401,51.9,14,0,11.0,0.9333333333333333,72711.9,92264.19
1,298.4,309.3,1531,37.4,16,0,10.900000000000034,0.9411764705882353,57259.4,92295.12
1,298.4,309.3,1512,35.8,18,0,10.900000000000034,0.9473684210526315,54129.6,92295.12
2,298.5,309.4,1522,47.4,20,0,10.899999999999977,0.9523809523809523,72142.8,92355.9
2,298.5,309.3,1615,31.8,23,0,10.800000000000011,0.9583333333333334,51357.0,92326.05
1,298.6,309.3,1449,46.5,26,0,10.699999999999989,0.9629629629629629,67378.5,92356.98000000001
1,298.6,309.4,1315,55.5,28,0,10.799999999999955,0.9655172413793104,72982.5,92386.84
2,298.6,309.4,1465,41.1,30,0,10.799999999999955,0.967741935483871,60211.5,92386.84
2,298.6,309.5,1404,43.3,33,0,10.899999999999977,0.9705882352941176,60793.2,92416.70000000001
1,298.6,309.5,1547,44.8,36,0,10.899999999999977,0.972972972972973,69305.59999999999,92416.70000000001
2,298.6,309.5,1426,45.4,38,0,10.899999999999977,0.9743589743589743,64740.4,92416.70000000001
1,298.6,309.5,1730,30.2,41,0,10.899999999999977,0.9761904761904762,52246.0,92416.70000000001
1,298.5,309.4,1548,37.7,43,0,10.899999999999977,0.9772727272727273,58359.600000000006,92355.9
1,298.5,309.4,1517,40.2,45,0,10.899999999999977,0.9782608695652174,60983.4,92355.9
1,298.6,309.5,1687,29.3,47,0,10.899999999999977,0.9791666666666666,49429.1,92416.70000000001
1,298.5,309.5,1738,25.2,49,0,11.0,0.98,43797.6,92385.75
0,298.4,309.4,1512,35.3,51,0,11.0,0.9807692307692307,53373.6,92324.95999999999
2,298.5,309.4,1365,48.7,56,0,10.899999999999977,0.9824561403508771,66475.5,92355.9
0,298.5,309.4,2011,21.0,59,0,10.899999999999977,0.9833333333333333,42231.0,92355.9
1,298.4,309.3,1806,27.6,64,0,10.900000000000034,0.9846153846153847,49845.600000000006,92295.12
1,298.4,309.3,1716,28.4,66,0,10.900000000000034,0.9850746268656716,48734.399999999994,92295.12
2,298.4,309.4,1666,24.3,68,0,11.0,0.9855072463768116,40483.8,92324.95999999999
1,298.5,309.4,1578,36.3,71,0,10.899999999999977,0.9861111111111112,57281.399999999994,92355.9
1,298.3,309.3,1558,37.2,73,0,11.0,0.9864864864864865,57957.600000000006,92264.19
1,298.3,309.2,1456,45.5,75,0,10.899999999999977,0.9868421052631579,66248.0,92234.36
2,298.2,309.1,1457,49.0,77,0,10.900000000000034,0.9871794871794872,71393.0,92173.62000000001
1,298.2,309.1,1467,44.5,80,0,10.900000000000034,0.9876543209876543,65281.5,92173.62000000001
2,298.1,309.0,1661,38.2,82,0,10.899999999999977,0.9879518072289156,63450.200000000004,92112.90000000001
1,298.1,309.0,1592,33.9,85,0,10.899999999999977,0.9883720930232558,53968.799999999996,92112.90000000001
1,298.2,309.0,1596,37.2,87,0,10.800000000000011,0.9886363636363636,59371.200000000004,92143.8
1,298.2,309.0,1489,40.6,89,0,10.800000000000011,0.9888888888888889,60453.4,92143.8
1,298.3,309.0,1471,48.3,91,0,10.699999999999989,0.9891304347826086,71049.3,92174.7
2,298.3,309.0,1505,41.3,93,0,10.699999999999989,0.9893617021276596,62156.49999999999,92174.7
1,298.3,309.0,1519,40.0,96,0,10.699999999999989,0.9896907216494846,60760.0,92174.7
1,298.3,309.0,1408,45.4,98,0,10.699999999999989,0.98989898989899,63923.2,92174.7
1,298.2,308.9,1332,44.4,100,0,10.699999999999989,0.9900990099009901,59140.799999999996,92113.98
1,298.1,308.9,1351,52.4,102,0,10.799999999999955,0.9902912621359223,70792.4,92083.09
1,298.0,308.9,1500,36.7,104,0,10.899999999999977,0.9904761904761905,55050.00000000001,92052.2
2,298.0,308.7,1614,30.7,106,0,10.699999999999989,0.9906542056074766,49549.799999999996,91992.59999999999
1,298.0,308.8,1489,36.5,109,0,10.800000000000011,0.990909090909091,54348.5,92022.40000000001
2,297.9,308.7,1751,26.6,111,0,10.800000000000011,0.9910714285714286,46576.600000000006,91961.73
1,298.0,308.7,1511,45.8,114,0,10.699999999999989,0.991304347826087,69203.8,91992.59999999999
1,297.9,308.6,1691,29.6,116,0,10.700000000000045,0.9914529914529915,50053.600000000006,91931.94
1,297.9,308.6,1757,27.5,118,0,10.700000000000045,0.9915966386554622,48317.5,91931.94
0,297.9,308.7,1545,35.9,120,0,10.800000000000011,0.9917355371900827,55465.5,91961.73
1,297.9,308.6,2262,15.7,125,0,10.700000000000045,0.9920634920634921,35513.4,91931.94
2,297.7,308.5,1559,35.2,127,0,10.800000000000011,0.9921875,54876.8,91840.45
1,297.6,308.4,1626,32.4,130,0,10.799999999999955,0.9923664122137404,52682.399999999994,91779.84
1,297.6,308.3,1424,53.9,132,0,10.699999999999989,0.9924812030075187,76753.59999999999,91750.08000000002
2,297.6,308.3,1648,29.1,134,0,10.699999999999989,0.9925925925925926,47956.8,91750.08000000002
1,297.6,308.3,1523,39.5,137,0,10.699999999999989,0.9927536231884058,60158.5,91750.08000000002
1,297.6,308.3,1502,43.2,139,0,10.699999999999989,0.9928571428571429,64886.4,91750.08000000002
1,297.5,308.2,1489,40.7,141,0,10.699999999999989,0.9929577464788732,60602.3,91689.5
2,297.4,308.1,1620,31.2,143,0,10.700000000000045,0.9930555555555556,50544.0,91628.94
1,297.5,308.1,1631,30.6,146,0,10.600000000000023,0.9931972789115646,49908.600000000006,91659.75
2,297.5,308.0,1429,45.8,148,0,10.5,0.9932885906040269,65448.2,91630.0
2,297.5,308.1,1334,72.0,151,1,10.600000000000023,0.993421052631579,96048.0,91659.75
1,297.4,308.0,1423,38.0,154,0,10.600000000000023,0.9935483870967742,54074.0,91599.2
1,297.4,307.9,1390,47.7,156,0,10.5,0.9936305732484076,66303.0,91569.45999999999
2,297.4,307.9,1338,48.5,158,0,10.5,0.9937106918238994,64893.0,91569.45999999999
0,297.3,307.9,1461,37.5,161,0,10.599999999999966,0.9938271604938271,54787.5,91538.67
2,297.4,307.9,1627,34.3,166,0,10.5,0.9940119760479041,55806.1,91569.45999999999
1,297.3,307.8,1385,44.4,169,0,10.5,0.9941176470588236,61494.0,91508.94
2,297.3,307.8,1538,48.0,171,0,10.5,0.9941860465116279,73824.0,91508.94
1,297.4,307.9,1557,35.5,174,0,10.5,0.9942857142857143,55273.5,91569.45999999999
1,297.4,307.9,1606,33.4,176,0,10.5,0.9943502824858758,53640.399999999994,91569.45999999999
2,297.5,308.0,1430,44.5,178,0,10.5,0.994413407821229,63635.0,91630.0
2,297.4,308.0,1601,34.6,181,0,10.600000000000023,0.9945054945054945,55394.600000000006,91599.2
1,297.4,308.0,1356,51.9,184,0,10.600000000000023,0.9945945945945946,70376.4,91599.2
2,297.5,308.2,1624,30.9,186,0,10.699999999999989,0.9946524064171123,50181.6,91689.5
1,297.5,308.2,1327,56.5,189,0,10.699999999999989,0.9947368421052631,74975.5,91689.5
1,297.6,308.3,1410,47.0,191,0,10.699999999999989,0.9947916666666666,66270.0,91750.08000000002
1,297.6,308.3,1478,42.3,193,0,10.699999999999989,0.9948453608247423,62519.399999999994,91750.08000000002
1,297.6,308.4,1460,40.3,195,0,10.799999999999955,0.9948979591836735,58837.99999999999,91779.84
1,297.5,308.3,1435,40.3,197,0,10.800000000000011,0.9949494949494949,57830.49999999999,91719.25
0,297.4,308.2,1359,46.9,199,0,10.800000000000011,0.995,63737.1,91658.68
1,297.4,308.1,1729,31.7,204,0,10.700000000000045,0.9951219512195122,54809.299999999996,91628.94
0,297.3,308.0,1384,49.1,206,0,10.699999999999989,0.9951690821256038,67954.40000000001,91568.40000000001
1,297.4,308.2,1297,52.1,211,0,10.800000000000011,0.9952830188679245,67573.7,91658.68
1,297.5,308.4,1633,33.3,213,0,10.899999999999977,0.9953271028037384,54378.899999999994,91749.0
2,297.5,308.4,1505,37.2,215,0,10.899999999999977,0.9953703703703703,55986.00000000001,91749.0
1,297.5,308.4,1433,50.0,218,0,10.899999999999977,0.9954337899543378,71650.0,91749.0
1,297.4,308.4,1369,50.6,220,1,11.0,0.995475113122172,69271.40000000001,91718.15999999999
1,297.4,308.3,1475,40.5,222,1,10.900000000000034,0.9955156950672646,59737.5,91688.42
1,297.4,308.3,1561,38.3,0,0,10.900000000000034,0.0,59786.299999999996,91688.42
1,297.4,308.3,1472,45.5,2,0,10.900000000000034,0.6666666666666666,66976.0,91688.42
1,297.5,308.4,1441,44.5,4,0,10.899999999999977,0.8,64124.5,91749.0
2,297.5,308.5,1401,50.5,6,0,11.0,0.8571428571428571,70750.5,91778.75
1,297.5,308.5,1691,33.1,9,0,11.0,0.9,55972.100000000006,91778.75
1,297.6,308.6,1382,47.1,11,0,11.0,0.9166666666666666,65092.200000000004,91839.36000000002
1,297.6,308.6,1355,46.4,13,0,11.0,0.9285714285714286,62872.0,91839.36000000002
1,297.6,308.6,1529,45.3,15,0,11.0,0.9375,69263.7,91839.36000000002
1,297.7,308.7,1829,24.9,17,0,11.0,0.9444444444444444,45542.1,91899.98999999999
0,297.6,308.6,1480,39.8,19,0,11.0,0.95,58903.99999999999,91839.36000000002
1,297.6,308.5,1475,42.4,24,0,10.899999999999977,0.96,62540.0,91809.6
2,297.6,308.5,1431,52.6,26,0,10.899999999999977,0.9629629629629629,75270.6,91809.6
1,297.5,308.3,1437,42.3,29,0,10.800000000000011,0.9666666666666667,60785.1,91719.25
2,297.5,308.3,1476,45.6,31,0,10.800000000000011,0.96875,67305.6,91719.25
